color,movie_title,genero,plot_keywords,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,,actor_1_name,,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,New York Minute ,Comedy|Crime|Family|Romance,dog|new york city|scholarship|senator|twin,29,762,Bob Saget,976,14018364,,Mary-Kate Olsen,,17722,3974,Riley Smith,1,,http://www.imdb.com/title/tt0363282/?ref_=fn_tt_tt_1,111,English,USA,PG,30000000,2004,799,4.8,1.85,849
Color,Alfie ,Comedy|Drama|Romance,best friend|commitment|friend|limousine driver|one night stand,14,624,Nia Long,865,13395939,,Omar Epps,,43442,3639,Jane Krakowski,4,,http://www.imdb.com/title/tt0375173/?ref_=fn_tt_tt_1,146,English,UK,R,60000000,2004,826,6.2,1.85,0
Color,Big Miracle ,Biography|Drama|Romance,arctic circle|reporter|small town|volunteer|whale,42,171,Tim Blake Nelson,875,20113965,,Ted Danson,,15231,1702,Andrew Daly,3,,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,66,English,USA,PG,40000000,2012,596,6.5,2.35,0
Color,The Deep End of the Ocean ,Drama,basketball|boy|italian|kidnapping a child|reunion,22,613,Treat Williams,2000,13376506,,Alexa PenaVega,,10413,4327,Jonathan Jackson,1,,http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1,111,English,USA,PG-13,40000000,1999,642,6.3,1.85,579
Color,Feardotcom ,Crime|Horror|Thriller,bondage gear|bound and gagged|hung by one's wrists|tied to a chair|tied to a table,37,595,Jeffrey Combs,2000,13208023,,Natascha McElhone,,17309,4262,Udo Kier,1,,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,388,English,UK,R,42000000,2002,886,3.3,2.35,612
Color,Cirque du Freak: The Vampire's Assistant ,Action|Adventure|Fantasy|Thriller,antidote|based on young adult novel|flyer|spider|vampire,80,835,Salma Hayek,14000,13838130,,Josh Hutcherson,,35990,20503,Patrick Fugit,3,,http://www.imdb.com/title/tt0450405/?ref_=fn_tt_tt_1,157,English,USA,PG-13,40000000,2009,4000,5.9,2.35,0
Color,Victor Frankenstein ,Drama|Horror|Sci-Fi|Thriller,assistant|experiment|frankenstein|medical student|scientist,118,287,Spencer Wilding,11000,5773519,,Daniel Radcliffe,,28618,12876,Daniel Mays,2,,http://www.imdb.com/title/tt1976009/?ref_=fn_tt_tt_1,91,English,USA,PG-13,40000000,2015,1000,6,2.35,11000
Color,Duplex ,Comedy,christmas|duplex|television|tenant|writer,0,500,Amber Valletta,1000,9652000,,Justin Theroux,,46205,3096,Harvey Fierstein,0,,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,147,English,USA,PG-13,40000000,2003,627,5.8,1.85,0
Color,Soul Men ,Comedy|Drama|Music,band|masturbation|reunion|singer|tribute,92,706,Sean Hayes,1000,12081447,,Bernie Mac,,7794,4103,Mike Epps,2,,http://www.imdb.com/title/tt1111948/?ref_=fn_tt_tt_1,25,English,USA,R,,2008,760,6.5,2.35,866
Color,Raise the Titanic ,Action|Adventure|Drama|Thriller,military|mineral|ocean|ship|titanic,5,249,Jason Robards,521,7000000,,M. Emmet Walsh,,2933,1883,Anne Archer,0,,http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1,70,English,UK,PG,36000000,1980,372,4.7,2.35,328
Color,Universal Soldier: The Return ,Action|Sci-Fi,combat|computer|general|military|reporter,7,485,Daniel von Bargen,2000,10431220,,Michael Jai White,,24216,4024,Xander Berkeley,0,,http://www.imdb.com/title/tt0176269/?ref_=fn_tt_tt_1,162,English,USA,R,24000000,1999,577,4.1,1.85,401
Color,Pandorum ,Action|Horror|Mystery|Sci-Fi|Thriller,future|mission|space|spaceship|survival,22,61,Dennis Quaid,12000,10326062,,Norman Reedus,,121432,14127,Eddie Rouse,0,,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,310,English,Germany,R,33000000,2009,2000,6.8,2.35,10000
Color,Impostor ,Drama|Mystery|Sci-Fi|Thriller,alien|android|bomb|future|weapon,39,259,Mekhi Phifer,1000,6114237,,Gary Dourdan,,19986,2664,Tim Guinee,4,,http://www.imdb.com/title/tt0160399/?ref_=fn_tt_tt_1,207,English,USA,R,40000000,2001,1000,6.2,1.85,892
Color,Extreme Ops ,Action|Adventure|Thriller,commercial|extreme sports|mountain|serbian|terrorist,18,443,Bridgette Wilson-Sampras,3000,4835968,,Rufus Sewell,,4821,4123,Rupert Graves,0,,http://www.imdb.com/title/tt0283160/?ref_=fn_tt_tt_1,82,English,UK,PG-13,40000000,2002,545,4.5,2.35,158
Color,Just Visiting ,Comedy|Fantasy|Sci-Fi,alternate history|alternate timeline|flatulence|future time travel|time travel comedy,8,219,Matt Ross,545,4777007,,Bridgette Wilson-Sampras,,15130,1149,John Aylward,3,,http://www.imdb.com/title/tt0189192/?ref_=fn_tt_tt_1,98,English,France,PG-13,40000000,2001,248,5.8,2.35,565
Color,Sunshine ,Adventure|Sci-Fi|Thriller,astronaut|earth|future|icarus|sun,0,167,Benedict Wong,11000,3675072,,Chris Evans,,190132,11623,Troy Garity,0,,http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1,801,English,UK,R,26000000,2007,372,7.3,2.35,15000
Color,A Thousand Words ,Comedy|Drama,box office flop|buddhist|liar|literary agent|magical tree,48,39,Lou Saliba,61,18438149,,John Gatins,,30842,222,Greg Collins,8,,http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1,93,English,USA,PG-13,40000000,2012,46,5.9,2.35,0
Color,Delgo ,Adventure|Animation|Comedy|Fantasy|Romance,box office flop|computer animation|one word title|surrealism|villainess,0,379,Anne Bancroft,795,511920,,Eric Idle,,2458,2449,Kelly Ripa,1,,http://www.imdb.com/title/tt0361500/?ref_=fn_tt_tt_1,26,English,USA,PG,40000000,2008,754,4.4,1.85,211
Color,The Gunman ,Action|Crime|Drama|Mystery|Thriller,assassination|blood vomiting|death|hit squad|mercenary,180,87,Mark Rylance,1000,10640645,,Ray Winstone,,28429,1686,Jasmine Trinca,0,,http://www.imdb.com/title/tt2515034/?ref_=fn_tt_tt_1,110,English,USA,R,40000000,2015,535,5.8,2.35,0
Color,Alex Rider: Operation Stormbreaker ,Action|Adventure|Family|Thriller,14 year old|british|gadget|spy|training,13,173,Sophie Okonedo,15000,652526,,Alex Pettyfer,,20201,15638,Ashley Walters,3,,http://www.imdb.com/title/tt0457495/?ref_=fn_tt_tt_1,187,English,Germany,PG,40000000,2006,460,5.1,2.35,823
Color,Disturbia ,Drama|Mystery|Thriller,binoculars|electronic tag|house arrest|neighbor|watching someone,154,502,Aaron Yoo,884,80050171,,Sarah Roemer,,186982,2288,Jose Pablo Cantillo,0,,http://www.imdb.com/title/tt0486822/?ref_=fn_tt_tt_1,491,English,USA,PG-13,20000000,2007,617,6.9,1.85,0
Color,Hackers ,Comedy|Crime|Drama|Thriller,computer|computer virus|cyberpunk|fight the system|sexual fantasy,34,472,Fisher Stevens,11000,7564000,,Angelina Jolie Pitt,,54650,13821,Lorraine Bracco,1,,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,223,English,USA,PG-13,20000000,1995,922,6.2,2.35,12000
Color,The Hunting Party ,Adventure|Comedy|Drama|Romance|Thriller|War,bosnia|cia|fox|hunt|war criminal,47,2,Zan Marolt,499,876671,,James Brolin,,22010,504,Ljubomir Kerekes,2,,http://www.imdb.com/title/tt0455782/?ref_=fn_tt_tt_1,90,English,USA,R,25000000,2007,3,6.9,2.35,0
 Black and White,The Hudsucker Proxy ,Comedy|Fantasy,art deco|board of directors|industry|mail|stock,0,385,Bill Cobbs,1000,2869369,,Jennifer Jason Leigh,,65474,2612,John Mahoney,2,,http://www.imdb.com/title/tt0110074/?ref_=fn_tt_tt_1,211,English,UK,PG,30000000,1994,970,7.3,1.85,0
Color,The Warlords ,Action|Drama|History|Romance|War,assassination|blood brother|dynasty|general|stabbing a woman,31,483,Takeshi Kaneshiro,5000,128978,,Jet Li,,22897,6267,Andy Lau,2,,http://www.imdb.com/title/tt0913968/?ref_=fn_tt_tt_1,61,Mandarin,Hong Kong,R,40000000,2007,755,7.1,2.35,0
Color,Nomad: The Warrior ,Drama|History|War,1800s|kazakhstan|nomad,44,533,Kuno Becker,1000,77231,,Jay Hernandez,,3322,2115,Jason Scott Lee,0,,http://www.imdb.com/title/tt0374089/?ref_=fn_tt_tt_1,32,Kazakh,France,R,25000000,2005,580,6,2.35,265
Color,Snowpiercer ,Action|Drama|Sci-Fi|Thriller,closed ecological system|perpetual winter|population control|revolt|train,584,398,Ewen Bremner,11000,4563029,,Chris Evans,,181472,12286,Kang-ho Song,5,,http://www.imdb.com/title/tt1706620/?ref_=fn_tt_tt_1,514,English,South Korea,R,39200000,2013,557,7,1.85,58000
Color,A Monster in Paris ,Adventure|Animation|Comedy|Fantasy|Music|Romance,belle epoque|city name in title|monster|paris france,10,541,Bob Balaban,1000,,,Adam Goldberg,,15790,3243,François Cluzet,0,,http://www.imdb.com/title/tt0961097/?ref_=fn_tt_tt_1,40,French,France,PG,25000000,2011,559,6.8,1.85,0
Color,The Last Shot ,Comedy,fbi|movie producer|sting operation|undercover|urination,23,596,Glenn Morshower,2000,463730,,Matthew Broderick,,3789,5240,Tim Blake Nelson,10,,http://www.imdb.com/title/tt0357054/?ref_=fn_tt_tt_1,39,English,USA,R,,2004,894,5.7,1.85,89
Color,The Crow ,Action|Drama|Fantasy,back from the dead|crime boss|crow|gothic|vigilante,295,380,Bai Ling,720,50693162,,Michael Wincott,,136580,2630,David Patrick Kelly,0,,http://www.imdb.com/title/tt0109506/?ref_=fn_tt_tt_1,545,English,USA,R,23000000,1994,581,7.6,1.85,15000
Color,Baahubali: The Beginning ,Action|Adventure|Drama|Fantasy|War,ancient india|dual role|good versus evil|hindu|kingdom,50,72,Anushka Shetty,218,6498000,,Tamannaah Bhatia,,62756,554,Prabhas,1,,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,410,Telugu,India,,18026148,2015,133,8.4,1.85,21000
Color,The Time Traveler's Wife ,Drama|Fantasy|Romance|Sci-Fi,jumping on a bed|kissing while having sex|librarian|male objectification|pregnant woman in bathtub,124,100,Brooklynn Proulx,152,63411478,,Arliss Howard,,114925,568,Michelle Nolden,1,,http://www.imdb.com/title/tt0452694/?ref_=fn_tt_tt_1,234,English,USA,PG-13,39000000,2009,142,7.1,2.35,13000
Color,Because I Said So ,Comedy|Romance,meddling|psychologist|sobbing female|subtitled scene|you can say that again joke,36,433,Stephen Collins,747,42640890,,Colin Ferguson,,32412,1930,Tom Everett Scott,1,,http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1,184,English,USA,PG-13,,2007,452,5.6,1.85,0
Color,The Fast and the Furious ,Action|Crime|Thriller,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,357,4000,Vin Diesel,23000,144512310,,Paul Walker,,272227,45327,Jordana Brewster,2,,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English,USA,PG-13,38000000,2001,14000,6.7,2.35,14000
 Black and White,Frankenweenie ,Animation|Comedy|Family|Horror|Sci-Fi,dog|life|remake by original director|science|stop motion animation,13000,787,Catherine O'Hara,940,35287788,,Martin Landau,,73886,4774,Atticus Shaffer,0,,http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1,165,English,USA,PG,39000000,2012,925,7,1.85,25000
Color,Serenity ,Action|Adventure|Sci-Fi|Thriller,alliance|cannibalism|future|operative|planet,0,279,Sean Maher,2000,25335935,,Adam Baldwin,,242599,2853,Michael Hitchcock,0,,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,1594,English,USA,PG-13,40000000,2005,505,8,2.35,14000
Color,Against the Ropes ,Biography|Drama|Romance|Sport,boxer|boxing|boxing arena|boxing manager|directed by co star,534,511,Charles S. Dutton,865,5881504,,Omar Epps,,5917,2972,Tim Daly,2,,http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1,50,English,USA,PG-13,39000000,2004,534,5.3,2.35,177
Color,Superman III ,Action|Comedy|Sci-Fi,computer|high school|kryptonite|smallville|villain,44,420,Robert Vaughn,593,60000000,,Margot Kidder,,49934,2329,Jackie Cooper,1,,http://www.imdb.com/title/tt0086393/?ref_=fn_tt_tt_1,224,English,UK,PG,39000000,1983,542,4.9,2.35,0
Color,Grudge Match ,Comedy|Sport,broke|promoter|retirement|trainer|training,88,785,Sylvester Stallone,22000,29802761,,Robert De Niro,,46480,36009,Oscar Gale,1,,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,115,English,USA,PG-13,40000000,2013,13000,6.4,1.85,12000
Color,Red Cliff ,Action|Adventure|Drama|History|War,alliance|battle|china|chinese|strategy,610,478,Tony Chiu Wai Leung,755,626809,,Takeshi Kaneshiro,,36894,2172,Wei Zhao,4,,http://www.imdb.com/title/tt0425637/?ref_=fn_tt_tt_1,105,Mandarin,China,R,553632000,2008,643,7.4,2.35,0
Color,Sweet Home Alabama ,Comedy|Romance,alabama|divorce|divorce papers|husband wife relationship|new york city,72,559,Mary Lynn Rajskub,982,127214072,,Ethan Embry,,83786,4251,Courtney Gains,1,,http://www.imdb.com/title/tt0256415/?ref_=fn_tt_tt_1,392,English,USA,PG-13,38000000,2002,935,6.1,2.35,0
Color,The Ugly Truth ,Comedy|Romance,call in|chick flick|date|hot air balloon|show producer,126,954,John Michael Higgins,18000,88915214,,Gerard Butler,,163665,22436,Eric Winter,2,,http://www.imdb.com/title/tt1142988/?ref_=fn_tt_tt_1,169,English,USA,R,38000000,2009,957,6.5,2.35,9000
Color,Sgt. Bilko ,Comedy,greenland|military|revenge|soldier|u.s. soldier,36,275,Phil Hartman,592,30400000,,Austin Pendleton,,17810,2176,Max Casella,2,,http://www.imdb.com/title/tt0117608/?ref_=fn_tt_tt_1,73,English,USA,PG,39000000,1996,516,5.7,2.35,478
Color,Spy Kids 2: Island of Lost Dreams ,Action|Adventure|Comedy|Family|Sci-Fi,island|mad scientist|scientist|sequel|spy,0,1000,Alexa PenaVega,12000,85570368,,Steve Buscemi,,44885,18291,Emily Osment,1,,http://www.imdb.com/title/tt0287717/?ref_=fn_tt_tt_1,107,English,USA,PG,38000000,2002,2000,5.1,1.85,478
Color,Star Trek: Generations ,Action|Adventure|Mystery|Sci-Fi|Thriller,23rd century|bare chested male bondage|enterprise the starship|rescue|sacrifice,18,906,Alan Ruck,1000,75668868,,LeVar Burton,,60504,6427,Jonathan Frakes,0,,http://www.imdb.com/title/tt0111280/?ref_=fn_tt_tt_1,249,English,USA,PG,35000000,1994,946,6.6,2.35,0
Color,The Grandmaster ,Action|Biography|Drama,challenge|china|hong kong|martial arts|martial arts master,0,7,Hye-kyo Song,643,6594136,,Tony Chiu Wai Leung,,24557,943,Elvis Tsui,1,,http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1,111,Mandarin,Hong Kong,PG-13,38600000,2013,290,6.5,2.35,13000
Color,Water for Elephants ,Drama|Romance,circus|circus vargas|elephant|fear|train,508,1000,Christoph Waltz,21000,58700247,,Robert Pattinson,,95367,36062,James Frain,1,,http://www.imdb.com/title/tt1067583/?ref_=fn_tt_tt_1,260,English,USA,PG-13,38000000,2011,11000,6.9,2.35,33000
Color,3rd Rock from the Sun             ,Comedy|Family|Sci-Fi,alien|digit in title|human form|number 3 in title|talking on a rooftop,,501,Wayne Knight,23000,,,Joseph Gordon-Levitt,,38383,25160,Kristen Johnston,4,,http://www.imdb.com/title/tt0115082/?ref_=fn_tt_tt_1,86,English,USA,TV-PG,,,967,7.8,1.33,0
Color,Dragon Nest: Warriors' Dawn ,Adventure|Animation|Family|Fantasy,,0,46,Bianca Collins,76,,,Blythe Auffarth,,2169,196,Jiao Xu,0,,http://www.imdb.com/title/tt2911342/?ref_=fn_tt_tt_1,18,English,China,,40000000,2014,47,6.4,,0
 Black and White,The Hurricane ,Biography|Drama|Sport,african american|book|boxer|boxing|murder,278,494,Vincent Pastore,18000,50668906,,Denzel Washington,,76016,20516,Deborah Kara Unger,0,,http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1,265,English,USA,R,38000000,1999,584,7.6,1.85,0
Color,Enough ,Crime|Drama|Thriller,abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt,150,789,Jeff Kober,970,39177215,,Bill Cobbs,,30667,3770,Billy Campbell,1,,http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1,234,English,USA,PG-13,38000000,2002,919,5.6,2.35,0
Color,Heartbreakers ,Comedy|Crime|Romance,bank|infidelity|millionaire|money|scam,7,692,Anne Bancroft,931,40334024,,Sarah Silverman,,44168,2912,Jeffrey Jones,3,,http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1,216,English,USA,PG-13,35000000,2001,754,6.2,2.35,989
Color,Paul Blart: Mall Cop 2 ,Action|Comedy|Crime,character name in title|no opening credits|sequel|wilhelm scream,99,377,Daniella Alonso,598,71038190,,D.B. Woodside,,23473,3552,Eduardo Verástegui,1,,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1,123,English,USA,PG,30000000,2015,557,4.4,1.85,8000
Color,Angel Eyes ,Drama|Romance,apartment|fate|gun|love|mysterious man,43,280,Shirley Knight,308,24044532,,Sonia Braga,,19686,1440,Kari Matchett,0,,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,180,English,USA,R,38000000,2001,285,5.6,1.85,689
Color,Joe Somebody ,Comedy|Drama,bully|co worker|divorce|fight|karate,11,466,Ken Marino,854,22770864,,Jim Belushi,,8433,2765,Kelly Lynch,1,,http://www.imdb.com/title/tt0279889/?ref_=fn_tt_tt_1,85,English,USA,PG,38000000,2001,543,5.5,1.85,168
Color,The Ninth Gate ,Mystery|Thriller,bare butt|gnosticism|lucifer|rare book|sex,2000,541,Frank Langella,40000,18653746,,Johnny Depp,,137722,42344,Lena Olin,1,,http://www.imdb.com/title/tt0142688/?ref_=fn_tt_tt_1,638,English,Spain,R,38000000,1999,903,6.7,2.35,0
Color,Extreme Measures ,Crime|Drama|Mystery|Thriller,cartoon on tv|doctor|emergency room|hospital|nudity,150,182,Paul Guilfoyle,24000,17305211,,J.K. Simmons,,14066,24547,Bill Nunn,0,,http://www.imdb.com/title/tt0116259/?ref_=fn_tt_tt_1,75,English,USA,R,38000000,1996,210,6.1,2.35,352
Color,Rock Star ,Drama|Music,cover band|fired from a job|heavy metal|rock star|tribute band,65,108,Dagmara Dominczyk,628,16991902,,Beth Grant,,34592,1265,Matthew Glave,0,,http://www.imdb.com/title/tt0202470/?ref_=fn_tt_tt_1,191,English,USA,R,57000000,2001,316,6.2,2.35,0
Color,Precious ,Drama,abuse|african american lesbian|lesbian|lesbian couple|school,304,736,Gabourey Sidibe,940,47536959,,Mo'Nique,,86955,3277,Mariah Carey,0,,http://www.imdb.com/title/tt0929632/?ref_=fn_tt_tt_1,275,English,USA,R,10000000,2009,906,7.3,1.85,12000
Color,White Squall ,Adventure|Drama,acrophobia|jamaica|male bonding|prostitute|tragedy,0,982,Jason Marsden,12000,10300000,,Jeff Bridges,,17859,16237,Ethan Embry,4,,http://www.imdb.com/title/tt0118158/?ref_=fn_tt_tt_1,89,English,USA,PG-13,38000000,1996,1000,6.6,2.35,911
Color,The Thing ,Horror|Mystery|Sci-Fi,alien creature|alien life form|antarctica|isolation|paranoia,0,145,Richard Masur,957,13782838,,Wilford Brimley,,258078,1757,David Clennon,0,,http://www.imdb.com/title/tt0084787/?ref_=fn_tt_tt_1,911,English,USA,R,15000000,1982,163,8.2,2.35,23000
Color,Riddick ,Action|Sci-Fi|Thriller,alien|left for dead|mercenary|survival|vomiting,123,904,Nolan Gerard Funk,14000,41997790,,Vin Diesel,,125305,17551,Bokeem Woodbine,0,,http://www.imdb.com/title/tt1411250/?ref_=fn_tt_tt_1,343,English,USA,R,38000000,2013,924,6.4,2.35,39000
Color,Switchback ,Crime|Mystery|Thriller,deputy|fbi agent|knife held to throat|serial killer|sheriff,11,12,Claudia Stedelin,37,6482195,,Gregory Scott Cummins,,9740,74,Ted Markland,1,,http://www.imdb.com/title/tt0119210/?ref_=fn_tt_tt_1,81,English,USA,R,37000000,1997,12,6.4,2.35,389
Color,Texas Rangers ,Action|Adventure|Drama|Thriller|Western,army|mexican|orphan|texas|texas ranger,49,427,Usher Raymond,1000,623374,,Tom Skerritt,,4757,2120,Leonor Varela,2,,http://www.imdb.com/title/tt0193560/?ref_=fn_tt_tt_1,67,English,USA,PG-13,38000000,2001,569,5.2,2.35,474
Color,City of Ember ,Adventure|Family|Fantasy|Sci-Fi,box|food|mayor|pipeworks|scientist,27,260,Toby Jones,13000,7871693,,Bill Murray,,52908,15494,Harry Treadaway,0,,http://www.imdb.com/title/tt0970411/?ref_=fn_tt_tt_1,102,English,USA,PG,55000000,2008,2000,6.5,2.35,0
Color,The Master ,Drama,drifter|past life regression|psychological testing|right hand man|scientology,0,15,Jeffrey W. Jenkins,378,16377274,,Mike Howard,,105144,427,Bruce Goodchild,31,,http://www.imdb.com/title/tt1560747/?ref_=fn_tt_tt_1,405,English,USA,R,32000000,2012,18,7.1,1.85,27000
Color,Virgin Territory ,Adventure|Comedy|History|Romance,breasts|nude nun|plague|russian nobleman|two word title,2,217,Ryan Cartwright,4000,,,Hayden Christensen,,6691,4900,David Walliams,2,,http://www.imdb.com/title/tt0437954/?ref_=fn_tt_tt_1,28,English,Italy,R,38000000,2007,476,4.8,1.85,366
 Black and White,The Express ,Biography|Drama|Sport,african american|coach|football movie|nonlinear timeline|syracuse university,39,534,Nicole Beharie,2000,9589875,,Dennis Quaid,,16673,5162,Charles S. Dutton,0,,http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1,45,English,USA,PG,40000000,2008,898,7.3,2.35,0
Color,The 5th Wave ,Action|Adventure|Sci-Fi|Thriller,alien|attack|based on novel|based on young adult novel|fear,5,724,Maggie Siff,17000,34912982,,Chloë Grace Moretz,,55617,19974,Nick Robinson,0,,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1,266,English,USA,PG-13,38000000,2016,1000,5.2,2.35,14000
Color,Creed ,Drama|Sport,boxing|boxing match|fight|montage|philadelphia,0,531,Phylicia Rashad,13000,109712885,,Sylvester Stallone,,146708,15106,Graham McTavish,1,,http://www.imdb.com/title/tt3076658/?ref_=fn_tt_tt_1,362,English,USA,PG-13,35000000,2015,597,7.7,2.35,70000
Color,The Town ,Crime|Drama|Thriller,bank manager|bank robbery|criminal gang|heist|prison,0,206,Jon Hamm,10000,92173235,,Jeremy Renner,,280228,14296,Owen Burke,7,,http://www.imdb.com/title/tt0840361/?ref_=fn_tt_tt_1,420,English,USA,R,37000000,2010,4000,7.6,2.35,29000
Color,What to Expect When You're Expecting ,Comedy|Drama|Romance,baby|expecting twins|hawaiian shirt|photographer|pregnancy,52,651,Dennis Quaid,10000,41102171,,Anna Kendrick,,57266,13396,Thomas Lennon,12,,http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1,89,English,USA,PG-13,40000000,2012,2000,5.7,2.35,14000
Color,Burn After Reading ,Comedy|Drama,cia|divorce|embassy|gym|memoir,1000,681,Brad Pitt,24000,60338891,,J.K. Simmons,,248468,36093,Kevin Sussman,0,,http://www.imdb.com/title/tt0887883/?ref_=fn_tt_tt_1,545,English,USA,R,37000000,2008,11000,7,1.85,0
Color,Nim's Island ,Adventure|Comedy|Family|Fantasy,author|girl|island|reading|scientist,3,35,Anthony Simcoe,18000,48006503,,Gerard Butler,,28109,18178,Christopher James Baker,3,,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,110,English,USA,PG,37000000,2008,82,6,2.35,0
Color,Rush ,Action|Biography|Drama|Sport,1970s|female rear nudity|formula 1|rivalry|sex with a nurse,2000,471,Olivia Wilde,26000,26903709,,Chris Hemsworth,,312629,37206,Alexandra Maria Lara,0,,http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1,475,English,UK,R,38000000,2013,10000,8.1,2.35,83000
Color,Magnolia ,Drama,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,0,272,Neil Flynn,786,22450975,,Patton Oswalt,,241030,1906,Jim Meskimen,1,,http://www.imdb.com/title/tt0175880/?ref_=fn_tt_tt_1,1437,English,USA,R,37000000,1999,625,8,2.35,13000
Color,Cop Out ,Action|Comedy|Crime,baseball card|detective|partner|thief|wedding,0,574,Tracy Morgan,13000,44867349,,Bruce Willis,,75347,14483,Kevin Pollak,2,,http://www.imdb.com/title/tt1385867/?ref_=fn_tt_tt_1,176,English,USA,R,37000000,2010,642,5.6,2.35,0
Color,How to Be Single ,Comedy|Romance,motor scooter|new york city|newborn baby|scooter|single,11,591,Damon Wayans Jr.,2000,46813366,,Alison Brie,,39440,4882,Nicholas Braun,4,,http://www.imdb.com/title/tt1292566/?ref_=fn_tt_tt_1,83,English,USA,R,38000000,2016,756,6.1,2.35,15000
Color,Dolphin Tale ,Drama|Family,boy|dolphin|prosthetics|tail|trap,188,631,Michael Roark,11000,72279690,,Morgan Freeman,,17948,14209,Harry Connick Jr.,5,,http://www.imdb.com/title/tt1564349/?ref_=fn_tt_tt_1,86,English,USA,PG,37000000,2011,680,6.9,1.85,0
Color,Twilight ,Drama|Fantasy|Romance,blood|high school|love|school|vampire,308,10000,Taylor Lautner,17000,191449475,,Kristen Stewart,,348007,44060,Anna Kendrick,1,,http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535,English,USA,PG-13,37000000,2008,12000,5.2,2.35,19000
Color,John Q ,Crime|Drama|Thriller,health care|heart transplant|hospital|hostage|insurance,415,644,Laura Harring,18000,71026631,,Denzel Washington,,98899,20970,Anne Heche,1,,http://www.imdb.com/title/tt0251160/?ref_=fn_tt_tt_1,394,English,USA,PG-13,36000000,2002,669,7,1.85,0
Color,Blue Streak ,Action|Comedy|Crime|Thriller,detective|diamond|jewel|police|thief,10,405,Dave Chappelle,789,68208190,,Peter Greene,,60572,2986,Tamala Jones,1,,http://www.imdb.com/title/tt0181316/?ref_=fn_tt_tt_1,144,English,USA,PG-13,65000000,1999,744,6.3,1.85,0
Color,We're the Millers ,Comedy|Crime,fake family|male frontal nudity|marijuana|mexico|stripper,43,651,Molly C. Quinn,740,150368971,,Laura-Leigh,,316671,3425,Thomas Lennon,4,,http://www.imdb.com/title/tt1723121/?ref_=fn_tt_tt_1,301,English,USA,R,37000000,2013,707,7,2.35,35000
Color,Obitaemyy ostrov ,Action|Adventure|Sci-Fi,22nd century|first part|friend|guard|space opera,35,30,Fedor Bondarchuk,463,,,Yuliya Snigir,,4387,599,Aleksey Serebryakov,0,,http://www.imdb.com/title/tt0972558/?ref_=fn_tt_tt_1,21,Russian,Russia,,29500000,2009,35,5.3,,240
Color,Breakdown ,Action|Crime|Drama|Mystery|Thriller,car breakdown|diner|jeep|paranoia|violence,84,263,M.C. Gainey,551,50129186,,Kathleen Quinlan,,38399,1874,J.T. Walsh,0,,http://www.imdb.com/title/tt0118771/?ref_=fn_tt_tt_1,218,English,USA,R,36000000,1997,284,6.9,2.35,0
Color,Never Say Never Again ,Action|Adventure|Thriller,british|character says now that you're on the case i hope we're going to have some gratuitous sex and violence|cruise missile|missile|nuclear warhead,883,133,Klaus Maria Brandauer,180,55500000,,Bernie Casey,,48636,762,Barbara Carrera,3,,http://www.imdb.com/title/tt0086006/?ref_=fn_tt_tt_1,214,English,UK,PG,36000000,1983,172,6.2,2.35,0
